Country,Income Group,Subagency,Category,Subcategory,Implementing Partner,Sector,Subsector,Project Name,"Project Name - Local Language
(if applicable)",Project Number,Start Date,End Date,Transaction Type,Fiscal Year,Current Amount,Constant Amount,Aid Type,Description,USG Sector,Reported Results,Key Words/Metatags,Factsheet,Reports,Regional Info,Country Info,J2SR Roadmap,CDCS,118/119,Write-Ups,Photos,Videos,Social Media,Implementing Partner Page,Project Page or Associated Sites/Products
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,NGO,NGO - Non United States,Patrimonio Natural,General Environmental Protection,Bio-diversity,Conservation Landscape Program,Paisajes de Conservación Capacidad Institucional,AID-514-A-09-00004,7/24/2009,4/29/2016,Obligations,2018,"($57,579.00)","($58,349.00)",Project,"The primary objective of this initiative is to strengthen the institutional capacity and governance of Colombia's protected areas for long-term environmental conservation, community and cultural preservation, and improved livelihoods. The environment created through diversity and connection between natural habitats enhances the viability of the protected areas, of the ecological processes taking place at landscape scale, and facilitates migration in adaptation to climate change. In this context, the general objective of the activity is to improve governance, biodiversity, and natural resources conservation of protected areas to strengthen environmentally sustainable livelihoods for the associated communities. The program was designed addressing three main work topics: (1) Improved licit and sustainable livelihoods, (2) National parks and & SINAP institutional strengthening and governance, and (3) Social capital and community participation.",Natural Resources and Biodiversity,"- 3,568 people were able to increase the economic benefit from the sustainable use of natural resources.
- 752 people access solar energy systems installed in indigenous communities.
- 361,086 hectares of biological importance have strengthened institutions and better governance due to 334 organizations having better tools for decision-making in conservation and development.
- 374 hours of training in natural resource management and conservation, with more than 9,500 people trained.","conservation, private sector engagement, livelihoods, indigenous peoples, clean energy, fisheries, Amazon Vision, gender, women, vulnerable population, climate change, self-reliance, conservation enterprise, water, farming, NRM, natural resource management, governance, monitoring",,"Final Report: https://pdf.usaid.gov/pdf_docs/PA00MTK7.pdf 

CLP Program Advisory Unit Final Report: https://www.tetratech.com/pdf/download?url=http://localhost%252fen%252fdocs%252fne16%252d023%252den%252dconservation%252dlandscapes%252dprogram%252epdf ",Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,,,Northern Colombia Birding Trail: https://www.youtube.com/watch?v=xqHEiGih8MU&feature=youtu.be ,,"Patrimonio Natural: https://www.patrimonionatural.org.co/ 

Project page on PM site: https://www.patrimonionatural.org.co/proyectos/programa-paisajes-de-conservacion-capacidad-institucional-medios-de-vida-y-cultura/",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Universities and Research Institutes,Universities and Research Institutes - United States,Stockholm Environment Institute,General Environmental Protection,Biosphere protection,Building climate adaptation capacity in water resources planning,"Ríos del páramo al valle, por urbes y campiñas",AID-514-A-12-00002,7/1/2012,9/30/2015,Obligations,2018,"($11,887.00)","($13,590.00)",Project,"This project, implemented through a $1.5 million cooperative agreement, aims to support Colombia’s national climate change response system by strengthening the capacity for adaptation in water resources management in the country’s coffee-growing region and other areas. This project will provide local water management entities with systems and tools that will enable them to effectively manage this complexity while adapting to climate effects. This will allow for more effective and inclusive water resource management, and support better-informed decisions about water allocation, infrastructure investments, and adaptation strategies. Specifically, this project involves building applications of SEI’s Water Evaluation and Planning (WEAP) for the Río La Vieja and Alto Magdalena watersheds, drawing on water supply and demand data, climate change models, and insights gained through engagement with stakeholders. SEI will also work to strengthen local institutions and build local capacity to use and continue to update the WEAP models.",Clean Productive Environment,,"conservation, private sector engagement, gender, women, climate change, innovation, self-reliance, water, farming, NRM, natural resource management, governance, monitoring",Factsheet: https://mediamanager.sei.org/documents/Publications/Air-land-water-resources/SEI-USAID-FS-2013-Colombia-Water.pdf ,Final Report: https://pdf.usaid.gov/pdf_docs/PA00KT6B.pdf ,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,"Symposium announcement on SEI site: https://www.sei.org/featured/taking-stock-3-years-participatory-water-resources-adaptation-planning-colombia/ 

Project blog: https://weap-lavieja-otun.blogspot.com/",,,,SEI: https://www.sei.org/ ,
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Enterprises,Enterprises - United States,Terra Global Capital,General Environmental Protection,Biosphere protection,Terra Bella Investment Fund,Fondo Terra Bella Colombia,AID-514-A-16-00003,12/24/2015,4/13/2018,Obligations,2018,"($911,501.00)","($1,000,000.00)",Project,"USAID, in partnership with Terra Global Capital, works with local nongovernment organizations, cooperatives, and community associations, to bring new sources of finance to fund smallholder agriculture, non-timber forest products and climate change mitigation projects in Colombia. By increasing the income stream for smallholders, these investments strengthen their technical capacity and productivity and enhance their ability to access finance and manage their businesses. This increases the participation of smallholders and communities to reduce emissions and removals, which builds the investment track record for smallholder sustainable landscape management. A technical assistance facility operates alongside the fund to bridge the gap that smallholders face in accessing investment capital. This is done by leveraging Terra’s experienced international finance team, combined with a local portfolio management team.",Clean Productive Environment,,"conservation, deforestation, private sector engagement, livelihoods, climate change, innovation, self-reliance, conservation enterprise, farming, NRM, natural resource management",Factsheet: https://www.usaid.gov/sites/default/files/documents/1862/TerraBella_FactSheet.pdf ,Quarterly Report 1Q18: https://pdf.usaid.gov/pdf_docs/PA00TDD3.pdf ,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,"Article Published by Terra CEO “Fueling Climate Finance in Colombia”: http://www.terraglobalcapital.com/news/article-published-terra-global-founder-ceo-%E2%80%9Cfueling-climate-finance-colombia%E2%80%9D 

Terra Global Participates in High Level USAID Workshop: http://www.terraglobalcapital.com/news/terra-global-participates-high-level-usaid-workshop 
",,,,"Terra Global Capital: http://www.terraglobalcapital.com/ 

Terra Fund page: http://www.terraglobalcapital.com/terra-bella-colombia-fund-0 

Technical Assistance Facility page: http://www.terraglobalcapital.com/colombia-fund-ta-facility ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Enterprises,Enterprises - United States,"Tetra Tech, Inc.",General Environmental Protection,Biosphere protection,Colombia Clean Energy Project (CCEP),,AID-514-C-12-00002,1/10/2012,3/31/2017,Obligations,2017,"$2,000,000.00 ","$1,999,824.00 ",Project,"The Colombia Clean Energy Program (CCEP) supported implementation of USG efforts to help Colombia increase access to renewable energy sources and energy-efficient practices through (1) improving the enabling environment for renewables and energy efficiency, (2) expanding access to renewable energy in under-served areas, and (3) promoting investment in renewables and energy efficiency. CCEP included an incentive fund to promote investment in community-scale renewables and energy efficiency initiatives and help improve access to modern energy systems for underserved populations, household and community-scale renewables, and promoting an enterprise-based approach for these technologies.",Clean Productive Environment,"• Leveraged/mobilized over $18.9 million in public and private funding, resulting in $4.55 mobilized/leveraged per $1 invested by USAID. 
• Created income opportunities for more than 300 families using solar-powered refrigeration to support the fishery value-chain.
• Completed two micro hydro power plants, and trained local residents on their use and maintenance
• Installed 10 renewable energy systems in health posts along the Colombian border; 35 solar-powered coffee mills; and one system with solar refrigeration in a school.
• Improved access to energy services for 10,775 people; an additional 7,613 people will benefit from projects under closure.
• Reduced 55,120.85 metric tons of CO2 equivalents.","private sector engagement, indigenous peoples, clean energy, vulnerable population, climate change, innovation, self-reliance, water, urban",Factsheet: https://2012-2017.usaid.gov/sites/default/files/documents/1862/CCEP_FactSheet_040317.pdf ,"Final Report: https://pdf.usaid.gov/pdf_docs/PA00N197.pdf 

OIG Audit: https://oig.usaid.gov/sites/default/files/2018-06/1-514-17-002-p.pdf ",Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,Tetra Tech Article: https://www.tetratech.com/en/documents/renewable-energy-for-rural-colombia-a-usaid-clean-energy-project-is-bringing-light-and-economic-opportunity-to-off-grid-communities ,,"Solar Water Pumping: https://www.youtube.com/watch?v=fgJd4uSTRL8&feature=youtu.be,

Self-suffficient energy sources: https://www.youtube.com/watch?v=dMc-HCghNxE&feature=youtu.be, 

Hybrid solar energy systems: https://www.youtube.com/watch?v=---GHCbIpC8&feature=youtu.be ",,"Tetra Tech:: https://www.tetratech.com/ 

Project Page on IP site: https://www.tetratech.com/en/projects/clean-energy-services-in-colombia ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Enterprises,Enterprises - United States,"Chemonics International, Inc.",General Environmental Protection,Biosphere protection,Artisanal Gold Mining,Oro Legal,AID-514-C-15-00003,9/23/2015,3/31/2021,Obligations,2019,"$3,850,642.00 ","$3,599,824.00 ",Project,"USAID supported the Colombian government through the Oro Legal program (Artisanal Gold Mining Activity), implemented by Chemonics International, with a total budget of almost USD 20 million and five years of execution. This program sought to improve the effective capacity of the government to regulate and administer gold mining activities, promote responsible mining and alternative livelihoods and, simultaneously, rehabilitate the territories degraded by illegal mining.The Oro Legal program had two objectives: (1) to support mining sector institutions and organizations to improve and/or implement the regulation of gold mining in the target regions, thereby reducing the negative environmental and social impacts of this activity; and (2) to enhance the capacity of the authorities, the community and the private sector to address the environmental degradation caused by unauthorized gold mining. Activities of the program incuded: legalization and formalization of illegal mining; institutional capacity building and policy strengthening; promotion of improved mining practices, particularly the elimination of mercury; rehabilitation of degraded mining land, and promotion of sustainable alternatives to mining when it is unfeasible. Oro Legal worked with a wide-range of stakeholders including the Government of Colombia, non-governmental entities, ethnic and rural communities, associations, and the private sector.",Clean Productive Environment,,"conservation, deforestation, private sector engagement, livelihoods, indigenous peoples, gender, women, vulnerable population, innovation, self-reliance, conservation enterprise, water, farming, NRM, natural resource management, governance, monitoring, mining",Factsheet: https://2012-2017.usaid.gov/sites/default/files/documents/1862/ArtisanalGoldMining_Factsheet_7.21.17.pdf ,"Mid-term Evaluation: https://pdf.usaid.gov/pdf_docs/PA00TCNJ.pdf,",Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,"Impact Story - Beekeeping: https://chemonics.com/impact-story/beekeeping-a-sweet-solution-for-rural-colombia/,

Conference Paper on Proposal to Formalize the ASGM sector: https://chemonics.com/wp-content/uploads/2020/07/04-14-Minnick-723_paper.pdf, ",,"https://www.youtube.com/watch?time_continue=7&v=lSuFoc7ifhI&feature=emb_logo, 
https://www.youtube.com/watch?v=6O5JlF2NpvM&feature=emb_logo, 
https://www.facebook.com/watch/?v=885215441904333, 
https://www.facebook.com/watch/?v=587899271762760,
https://www.facebook.com/watch/?v=277532133132727,",,"Chemonics: https://chemonics.com/ 

Project page on IP site: https://chemonics.com/projects/supporting-responsible-gold-mining-colombia/ 

Project Site (spanish): https://www.orolegalvirtual.com/ ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Enterprises,Enterprises - United States,"Chemonics International, Inc.",General Environmental Protection,Bio-diversity,USAID Natural Wealth,Riquesa Natural,AID-514-H-17-00001,3/28/2017,3/27/2024,Obligations,2020,"$5,123,000.00 ","$4,802,613.00 ",Project,"Natural Wealth supports the Government of Colombia (GOC) in making important advances in the preservation of the country’s biodiversity on the Caribbean region in the tropical dry forest, and in the grasslands and freshwater ecosystems in the eastern plains of the Orinoquia region. Natural Wealth has three main components: (1) protest priority landscapes and species through effective land management and increasing the area of land under protection, (2) develop financial incentives for conservation through best management practices in the agricultural sector and development of sustainable economic opportunities, and (3) improve land use planning and management by strengthening the environmental governance capacity of local and regional authorities, and improving access to better information on threats to biodiversity, conservation, and habitat loss.",Clean Productive Environment,"Twitter: With support from the Natural Wealth program, the government of Colombia declared its first National Integrated Management District in Cinaruco. This will protect 817,000 acres of unique biodiversity and promote sustainable global development in the region: https://twitter.com/Chemonics/status/1024669746346840069 ","conservation, private sector engagement, deforestation, livelihoods, vulnerable population, self-reliance, conservation enterprise, farming, NRM, natural resource management, governance, monitoring, remote sensing",Factsheet: https://www.usaid.gov/sites/default/files/documents/1862/NaturalWealth_FactSheet_7.21.17.pdf ,,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,BioTerra - biodiversity monitoring system: https://blog.ciat.cgiar.org/bioterra-the-new-biodiversity-monitoring-system-being-developed-by-usaid-natural-wealth-program/ ,,,,"Chemonics: https://www.chemonics.com/ 

Project page on IP site: https://www.chemonics.com/projects/roadmap-conservation-colombia/ ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Enterprises,Enterprises - United States,"Chemonics International, Inc.",General Environmental Protection,Biosphere protection,BIO-REDD+,,AID-514-TO-11-00002,9/30/2011,5/28/2015,Obligations,2017,"$69,896.00 ","$68,094.00 ",Project,"The Bio-REDD+ project collaborated with the Colombian government to equip communities to sustainably manage their environmental resources. To mitigate climate change, Bio-REDD+ helped communities become eligible to earn marketable carbon credits in exchange for conserving their forests and investing in sustainable income-generating activities. In partnership with the private sector, Bio-REDD+ also worked with small-scale gold miners to formalize and legalize their mining operations and introduce them to improved practices, like no-mercury processing. BioREDD+ worked in a section of Colombia’s Pacific coast covering more than 1 million hectares, from the border with Ecuador in the south to the border with Panama in the north. The mining component was added halfway through the project to remediate the impact of artisanal small-scale gold mining, primarily in the Northeast and Lower Cauca regions of the Department of Antioquia. The program began in September 2011 and ended in May 2015, with a final contract value of $31,855,230 million.
",Clean Productive Environment,"- 738,169 hectares of biologically significant territory with improved natural resource management
- 8 REDD+ projects with potential to mitigate climate change secured international validation
- 90 percent [reduction in (sic)] mercury use by small miners trained in improved technologies
","conservation, deforestation, livelihoods, indigenous peoples, vulnerable population, climate change, REDD+, innovation, self-reliance, conservation enterprise, farming, NRM, natural resource management, governance, monitoring, remote sensing, mining",,Final Report: https://pdf.usaid.gov/pdf_docs/PA00SVC3.pdf ,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,"Impcat Story- Gran Colombia Gold: https://www.chemonics.com/impact-story/creating-shared-value-interview-gran-colombia-gold/, 

Impact Story - Community Forest Stewardship: https://www.chemonics.com/impact-story/compensating-communities-colombia-forest-stewardship/,

Impact Story - Innovative Imaging: https://www.chemonics.com/impact-story/leading-innovative-imaging ",,,,"Chemonics: https://www.chemonics.com/, 

Project page on IP site: https://www.chemonics.com/projects/smart-innovations-protect-environment-colombia/ ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,NGO,NGO - Non United States,"Patrimonio Natural

Foundation for Conservation and Sustainable Development",General Environmental Protection,Biosphere protection,Environment Peace Initiative for Colombia (EPIC)-Fondo Patrimonio Natural (FPN),Iniciativa Ambiental para la Paz en Colombia,AID-530-A-13-00004,8/1/2013,7/31/2020,Obligations,2019,"$1,500,000.00 ","$1,448,849.00 ",Project,"The U.S. Department of the Interior’s International Technical Assistance Program (DOI-ITAP) worked with the Government of Colombia to build conflict resolution capacity and develop best practices to address threats posed to the country’s protected areas from land use development projects. This program was implemented under USAID's Environment Peace Initiative for Colombia (EPIC), an effort to ensure the long-term sustainability of natural resources as Colombia progresses through a peace process to end its 50+ year civil war. Program objectives are: (1) to develop “Green Infrastructure Guidelines” to reduce enviro-social impacts of roadways and mitigate these through environmental offsets, and (2) reduce conflict from land-use change in and near protected areas by strengthening the role of environmental authorities in licensing development activities and law enforcement.",Clean Productive Environment,,"conservation, deforestation, private sector engagement, vulnerable population, innovation, self-reliance, NRM, natural resource management, governance, monitoring, remote sensing, mining",DOI-ITAP Factsheet: https://www.doi.gov/sites/doi.gov/files/uploads/doi-itap_factsheet_colombia_epic_results_-_english_-_final_-_updated_nov_2016.pdf ,https://dec.usaid.gov/dec/search/FusionSearchResults.aspx?q=AID-530-A-13-00004,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,FWS Voices from the Field: https://www.fws.gov/southwest/docs/DOI-ITAPInterview-FWS-SesnieNPS-Jander-GIS-Colombia-Final.pdf ,Photos on project page on sub-contractor site: http://fcds.org.co/memorias-epic/ ,Videos on project page on sub-contractor site: http://fcds.org.co/memorias-epic/ ,,"Patrimonio Natural: https://www.patrimonionatural.org.co/ 

FCDS: http://fcds.org.co/project/iniciativa-ambiental-para-la-paz-de-colombia/ ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,NGO,NGO - Non United States,Fondo para la Accion Ambiental y la Ninez,General Environmental Protection,Bio-diversity,Environment Peace Initiative for Colombia-(EPIC) Fondo Accin Ambiental y Niez -(FAAN),Paisajes Connectados,AID-530-A-13-00005,7/30/2013,7/31/2020,Obligations,2019,"$378,236.00 ","$356,438.00 ",Project,"This Program is part of USAID's efforts to conserve the Andean Amazon ecosystem, focusing on the most threatened region of the Colombian Amazon where the agricultural frontier and deforestation are rapidly expanding, Caquetá and the Pacific region. The program works in conservation corridors, establishing sustainable productive systems and connecting products to markets as an economic incentive to set aside and/or restore forest fragments. It also provides capacity-building, policy-development and decision-making tools for local governments to scale up and sustain these efforts. The program is also serving as a bridging mechanism between two larger Reduced Emissions from Deforestation and Forest Degradation (REDD+) programs in the Pacific region. The program strengthens community governance and livelihood activities to implement eight REDD+projects, involving 19 Afro-Colombian and indigenous communities and protecting over 800,000 hectares of forest in one the world's most important biodiversity hotspots.",Clean Productive Environment,"- 6,150 ha sustainably managed
- 72,000 native trees planted
- 70% increase in food production by families
- 906 people with improved incomes
- 4 improved value chains","conservation, deforestation, livelihoods, indigenous peoples, Amazon Vision, gender, women, vulnerable population, climate change, REDD+, self-reliance, conservation enterprise, water, farming, NRM, natural resource management, governance",,https://pdf.usaid.gov/pdf_docs/PA00N7VR.pdf,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,Semana (spanish): https://sostenibilidad.semana.com/impacto/articulo/paisajes-sonoros-conservacion-a-traves-de-la-gestion-cultural/37229 ,,"Project results: https://www.youtube.com/watch?v=HZ6-XZcndVk 
Commmunity development in Caqueta: https://www.youtube.com/watch?v=vlC4wDEVRSA 
Conectados con Caqueta: https://www.youtube.com/watch?v=EIfL4hPHlPw 
Caquetá ingresa al Grupo de trabajo de GCF: https://www.youtube.com/watch?v=4oCkAzSaDgE 
What does Paisajes Cnnectados mean to you? : https://www.youtube.com/watch?v=WgfKHd2zATw ",,"Fondo Accion: https://fondoaccion.org 

Project page on IP site: https://fondoaccion.org/proyecto/paisajes-conectados-caqueta/ ","Project Page: http://paisajesconectados.org,"
Colombia,,Bureau for Latin America and Caribbean,Government,Government - United States,U.S. Government - Department of Energy,Energy,"Energy generation, non-renewable sources - unspecified",Technical Collaboration on Advanced Energy Systems,,AID-EGEE-P-17-00004,6/30/2017,6/30/2022,Obligations,2019,"$300,000.00 ","$294,031.00 ",Project,"To assist the government of Colombia in achieving its renewable energy integration targets, the USAID-NREL Partnership, in collaboration with other organizations, launched a comprehensive training program to enable Colombia's energy sector workforce to efficiently integrate growing volumes of variable renewable energy. The development team includes NREL, the U.S. Agency for International Development Colombia Mission, USAID's Scaling Up Renewable Energy program implemented by Tetra Tech, and the U.S. Energy Association. To support Colombia's plans to transform its power sector, the team is developing a series of training modules designed to ready Colombia's energy sector workforce to participate in the construction, operation, and grid integration of variable renewable energy projects—such as wind and solar. In addition to building capacity through workforce trainings, the USAID-NREL Partnership team will also provide support for a key aspect of the program focused on providing electricity to 117 communities identified within Colombia's ratified peace zones.",Infrastructure,"- In February 2019, Colombia carried out its reliability auction and in October 2019, its first solar and wind power procurement auction. The two auctions resulted in a total of 2.5 gigawatts of new solar and wind projects to be in operation by 2023, which will allow the government of Colombia to surpass its initial goal. 
- The government of Colombia then announced it would increase its goal of increasing the share of solar and wind integration to 20% by 2030.","private sector engagement, energy auction, clean energy, climate change, innovation, self-reliance, governance, urban",Factsheet - Energy Auction: https://www.usaid.gov/sites/default/files/documents/1865/SURE-Colombia_Energy-Auction-Snapshot.pdf ,,Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,Renewable energy auctions in Colombia: https://www.usaid.gov/energy/auction-design-support-colombia/renewable-energy-auctions-redesigned ,,Colombia's Energy Transition: https://www.youtube.com/watch?v=Xx1-l7zEM80&feature=emb_logo ,,"NREL (DOE): https://www.nrel.gov/ 

NREL-USAID in Colombia: https://www.nrel.gov/usaid-partnership/project-colombia.html ",
Colombia,Upper Middle Income Country,Bureau for Latin America and Caribbean,Government,Government - United States,U.S. Government - Department of Agriculture,General Environmental Protection,Biosphere protection,"Forest and Natural Resource Management II PAPA with USDA/US Forest Service

i.e., Cacao for Peace?",,AID-EGEE-T-16-00001,8/30/2016,8/30/2021,Obligations,2019,"$1,057,099.00 ","$1,025,258.00 ",Project,"The overall goal of Cacao for Peace is to help make Colombia a world leader in cacao production. Achieving this goal would create a productive alternative for Colombian farmers to substitute from the cultivation of illicit crops and provide the multi-billion dollar U.S. chocolate industry new and reliable suppliers of cacao outside of West Africa. The project would also provide a boost to the rural economy of Colombia, benefit the environment, and help the peace process. To attain the overall goal, Cacao for Peace aims to strengthen Colombia’s key cacao public and private institutions in four areas: 1) extension; 2) education; 3) research; and 4) technical assistance.",Clean Productive Environment,,"conservation, livelihoods, vulnerable population, self-reliance, conservation enterprise, farming, NRM, natural resource management",,"Global Agricultural Information Network report: https://apps.fas.usda.gov/newgainapi/api/report/downloadreportbyfilename?filename=Cacao%20for%20Peace%20-%20Strengthening%20the%20Colombian%20Cacao%20Extension%20System_Bogota_Colombia_3-7-2017.pdf 

Global Analysis of Cacao Supply Chain (USAID report): https://www.purdue.edu/colombia/partnerships/cacaoforpeace/docs/EngC4PbookletsmDoublePage.pdf 

Global Analysis of Cacao Supply Chain (journal article): https://www.purdue.edu/colombia/partnerships/cacaoforpeace/docs/Cacao%20for%20Peace%20Final%20English.pdf ",Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,"Putting together the puzzle of cocoa in Colombia: https://blog.ciat.cgiar.org/putting-together-the-puzzle-of-cocoa-in-colombia/, 
Cacao as a Pathway for Peace: https://www.purdue.edu/colombia/newsletters/may2017/newsletter_may17_spotlight.html, 
The role of cacao for peace in Colombia: https://blog.ciat.cgiar.org/what-role-can-cacao-for-peace-play-in-colombia/, 
USAID Visual Story: https://stories.usaid.gov/one-bean-at-a-time/,
CfP Feature - Penn State: https://www.psu.edu/feature/2017/03/28/cacao-peace,","Images - Penn State: https://news.psu.edu/gallery/466622/2017/05/03/cacao-peace%E2%80%94-mountains-colombia,

Facebook images: https://www.facebook.com/pg/CfPPSU/photos/,","Cacao for Peace: https://www.youtube.com/watch?v=7S1vUEtF6ro,",Facebook: https://www.facebook.com/CfPPSU/ ,"USDA: https://www.fas.usda.gov/

Project page on Purdue site: https://www.purdue.edu/colombia/partnerships/cacaoforpeace/index.php, 

Project page on Penn State site: https://plantscience.psu.edu/research/labs/guiltinan/cacao-for-peace/overview,",
Colombia,,Bureau for Latin America and Caribbean,NGO,NGO - United States,U.S. Energy Association,Energy,Electric power transmission and distribution,Energy Utility Partnership Program (EUPP),,AID-OAA-A-17-00010,7/21/2017,7/20/2022,Obligations,2019,"$400,000.00 ","$392,042.00 ",Project,"The EUPP promotes energy security, access to renewable energy and the transition to a cleaner global energy economy. The program enables emerging markets to access U.S. public and private sector expertise and technical assistance. The EUPP, in consultation with USAID, facilitates strategic partnerships between U.S., third country and developing country partner utilities to share best practices. Strategic partnerships assist developing countries to increase energy security, expand environmentally sustainable energy production and use, improve operational efficiency and increase financial viability of utilities and related institutions. Once partners have been selected, the participating organizations will execute a work plan of activities to address priority objectives of the non-U.S. utility and the interests of the U.S. utility partner. Typically, a partnership is established for a two-year period, in which 3-4 executive exchanges are made per year, addressing 3-4 specific issue areas.",Infrastructure,,"private sector engagement, clean energy, gender, women, innovation, self-reliance, urban",,"RFP - Preparing GoC for a distributed energy resources expansion: https://usea.org/rfp/request-proposal-preparing-government-colombia-distributed-energy-resources-der-expansion,",Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,"Women in Energy - Maria Arango: https://usea.org/article/women-energy-maria-nohemi-arboleda-arango,",,,,"USEA: https://usea.org/,
Project site on USEA page: https://usea.org/program/energy-utility-partnership-program-eupp,",
Colombia,,Bureau for Latin America and Caribbean,Enterprises,Enterprises - United States,"Tetra Tech, Inc.",Energy,Infrastructure,Scaling Up Renewable Energy (SURE),,AID-OAA-TO-17-00011,12/10/2012,12/9/2020,Obligations,2019,"$800,000.00 ","$784,083.00 ",Project,"USAID’s Scaling Up Renewable Energy (SURE) project under the Clean Energy IDIQ aims to assist USAID partner countries in accessing best practices and technical assistance to apply the Building Blocks of strategic energy planning, grid integration, smart incentives, competitive procurement, and renewable energy zones to bring reliable clean energy to scale. These Building Blocks align with USAID’s comparative advantage and SURE will seek to work in countries where achieving large-scale clean energy deployment is a priority pathway for energy security and greenhouse gas emissions reduction. SURE will build the capacity within partner country institutions to empower them to carry out activities without USAID assistance in the future.",Infrastructure,"- Colombia’s second renewable energy auction awarded contracts for nine projects that will provide 1,374 MW of new wind (1,077 MW) and solar (297 MW) power generation, at a historic low price for the country of $28 per MWh The 22 awarded buyers will buy power at less than 70 percent of current bilateral contract prices.
- In FY19, USAID co-hosted 13 events that trained 1,200 participants, including 544 people from 13 countries via live stream, and 22 distributors and retailers (the buyers). Fifty-three companies applied to participate—27 generators (the sellers) and 26 buyers (representing about 95 percent of Colombia’s regulated demand in 2018). 
- In May, SURE engaged Colombia’s power sector planning agency (UPME) to deliver a two-day workshop on utility-scale battery energy storage. As a result, UPME is planning an upcoming procurement of 60, 40, and 20 MW of 4-hour battery storage in three areas of Barranquilla by the end of the year","private sector engagement, energy auction, clean energy, innovation, self-reliance, urban","Factsheet (USAID.gov): https://pdf.usaid.gov/pdf_docs/PA00WK2Q.pdf 

Factsheet (climatelinks): https://www.climatelinks.org/resources/scaling-renewable-energy-factsheet ","2019 Annual Report: https://www.usaid.gov/energy/scaling-renewables/annual-report-2019,
1Q19 Quarterly Report: https://pdf.usaid.gov/pdf_docs/PBAAJ751.pdf,",Latin America and the Caribbean,https://www.usaid.gov/colombia,https://selfreliance.usaid.gov/country/colombia,https://www.usaid.gov/colombia/cdcs,,,,,,"Tetra Tech: https://www.tetratech.com/,

Project page on IP site: https://www.tetratech.com/en/projects/scaling-up-renewable-energy-worldwide,",
